TIMESTAMP,SYMBOL,INSTRUMENT,EXPIRY_DT,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,OPEN_INT,CHG_IN_OI,date,sentiment_mean,sentiment_std,news_count,confidence_mean,next_close,target,signal_proba,position,market_return,strategy_return,cumulative_market,cumulative_strategy
2025-09-03,NIFTY,FUTIDX,2025-10-03,24616.5,24737.05078125,24533.19921875,24715.05078125,24715.05078125,340,24715050,0,2025-09-03,0.0,0.0,0.0,0.5,24734.30078125,1,0.75466466,1,0.0055107151470170646,0.0055107151470170646,0.9885565422028628,1.17264914219597
2025-09-04,NIFTY,FUTIDX,2025-10-04,24980.75,24980.75,24708.19921875,24734.30078125,24734.30078125,314,24734300,0,2025-09-04,0.0,0.0,0.0,0.5,24741.0,1,0.67037,1,0.0007788776228048189,0.0007788776228048189,0.9893265067724619,1.1735624923722277
2025-09-05,NIFTY,FUTIDX,2025-10-05,24818.849609375,24832.349609375,24621.599609375,24741.0,24741.0,210,24741000,0,2025-09-05,0.0,0.0,0.0,0.5,24773.150390625,1,0.93083626,1,0.00027084730671167456,0.00027084730671167456,0.9895944631922797,1.1738803486125444
2025-09-08,NIFTY,FUTIDX,2025-10-08,24802.599609375,24885.5,24751.55078125,24773.150390625,24773.150390625,213,24773150,0,2025-09-08,0.0,0.0,0.0,0.5,24868.599609375,1,0.8565781,1,0.0012994782193525012,0.0012994782193525012,0.99088041964319,1.1754057805576923
2025-09-09,NIFTY,FUTIDX,2025-10-09,24864.099609375,24891.80078125,24814.0,24868.599609375,24868.599609375,226,24868599,0,2025-09-09,0.0,0.0,0.0,0.5,24973.099609375,1,0.86445737,1,0.003852930178235292,0.003852930178235292,0.9946982127150557,1.1799345369612753
2025-09-10,NIFTY,FUTIDX,2025-10-10,24991.0,25035.69921875,24915.05078125,24973.099609375,24973.099609375,244,24973099,0,2025-09-10,0.0,0.0,0.0,0.5,25005.5,1,0.9195262,1,0.0042020862308871365,0.0042020862308871365,0.9988780203785936,1.1848927236323885
2025-09-11,NIFTY,FUTIDX,2025-10-11,24945.5,25037.30078125,24940.150390625,25005.5,25005.5,224,25005500,0,2025-09-11,0.0,0.0,0.0,0.5,25114.0,1,0.9096157,1,0.0012974116602184615,0.0012974116602184615,1.0001739763693687,1.1864300172681372
2025-09-12,NIFTY,FUTIDX,2025-10-12,25074.44921875,25139.44921875,25038.05078125,25114.0,25114.0,225,25114000,0,2025-09-12,0.0,0.0,0.0,0.5,25069.19921875,0,0.30230498,0,0.004339045410009845,0.004339045410009845,1.0045137766707455,1.1915779909888624
2025-09-15,NIFTY,FUTIDX,2025-10-15,25118.900390625,25138.44921875,25048.75,25069.19921875,25069.19921875,185,25069199,0,2025-09-15,0.0,0.0,0.0,0.5,25239.099609375,1,0.8569799,1,-0.0017838966811339896,-0.0,1.0027218278783891,1.1915779909888624
2025-09-16,NIFTY,FUTIDX,2025-10-16,25073.599609375,25261.400390625,25070.44921875,25239.099609375,25239.099609375,240,25239099,0,2025-09-16,0.0,0.0,0.0,0.5,25330.25,1,0.85820216,1,0.006777256391098607,0.006777256391098607,1.009517530794872,1.1996536205437842
2025-09-17,NIFTY,FUTIDX,2025-10-17,25276.599609375,25346.5,25275.349609375,25330.25,25330.25,268,25330250,0,2025-09-17,0.0,0.0,0.0,0.5,25423.599609375,1,0.84358716,1,0.003611475529465391,0.003611475529465391,1.013163378653904,1.2039861402382126
2025-09-18,NIFTY,FUTIDX,2025-10-18,25441.05078125,25448.94921875,25329.75,25423.599609375,25423.599609375,272,25423599,0,2025-09-18,0.0,0.0,0.0,0.5,25327.05078125,0,0.27989694,0,0.0036853015416349333,0.0036853015416349333,1.0168971912151854,1.2084231922169395
2025-09-19,NIFTY,FUTIDX,2025-10-19,25410.19921875,25428.75,25286.30078125,25327.05078125,25327.05078125,380,25327050,0,2025-09-19,0.0,0.0,0.0,0.5,25202.349609375,0,0.15059116,0,-0.0037976065391384095,-0.0,1.013035415792195,1.2084231922169395
2025-09-22,NIFTY,FUTIDX,2025-10-22,25238.099609375,25331.69921875,25151.05078125,25202.349609375,25202.349609375,254,25202349,0,2025-09-22,0.0,0.0,0.0,0.5,25169.5,0,0.111114405,0,-0.004923635718664832,-0.0,1.0080475984347281,1.2084231922169395
2025-09-23,NIFTY,FUTIDX,2025-10-23,25209.0,25261.900390625,25084.650390625,25169.5,25169.5,299,25169500,0,2025-09-23,0.0,0.0,0.0,0.5,25056.900390625,0,0.120554425,0,-0.0013034343973540308,-0.0,1.0067336745207582,1.2084231922169395
2025-09-24,NIFTY,FUTIDX,2025-10-24,25108.75,25149.849609375,25027.44921875,25056.900390625,25056.900390625,244,25056900,0,2025-09-24,0.0,0.0,0.0,0.5,24890.849609375,0,0.18143629,0,-0.00447365300760838,-0.0,1.0022298973898778,1.2084231922169395
2025-09-25,NIFTY,FUTIDX,2025-10-25,25034.5,25092.69921875,24878.30078125,24890.849609375,24890.849609375,342,24890849,0,2025-09-25,0.0,0.0,0.0,0.5,24654.69921875,0,0.08615748,0,-0.006626948212322681,-0.0,0.9955881717630336,1.2084231922169395
2025-09-26,NIFTY,FUTIDX,2025-10-26,24818.55078125,24868.599609375,24629.44921875,24654.69921875,24654.69921875,291,24654699,0,2025-09-26,0.0,0.0,0.0,0.5,24634.900390625,0,0.23908977,0,-0.009487437927231501,-0.0,0.9861425907823459,1.2084231922169395
2025-09-29,NIFTY,FUTIDX,2025-10-29,24728.55078125,24791.30078125,24606.19921875,24634.900390625,24634.900390625,394,24634900,0,2025-09-29,0.0,0.0,0.0,0.5,24611.099609375,0,0.29844177,0,-0.0008030448049409777,-0.0,0.9853506740978871,1.2084231922169395
2025-09-30,NIFTY,FUTIDX,2025-10-30,24691.94921875,24731.80078125,24587.69921875,24611.099609375,24611.099609375,303,24611099,0,2025-09-30,0.0,0.0,0.0,0.5,24836.30078125,1,0.77023834,1,-0.0009661407544825362,-0.0,0.9843986866541843,1.2084231922169395
2025-10-01,NIFTY,FUTIDX,2025-10-31,24620.55078125,24867.94921875,24605.94921875,24836.30078125,24836.30078125,308,24836300,0,2025-10-01,0.0,0.0,0.0,0.5,24894.25,1,0.9308516,1,0.009150390492475902,0.009150390492475902,0.9934063190373505,1.2194807363058888
2025-10-03,NIFTY,FUTIDX,2025-11-02,24759.55078125,24904.80078125,24747.55078125,24894.25,24894.25,365,24894250,0,2025-10-03,0.0,0.0,0.0,0.5,25077.650390625,1,0.89876586,1,0.0023332467769816567,0.0023332467769816567,0.9957241811294777,1.2223260858034657
2025-10-06,NIFTY,FUTIDX,2025-11-05,24916.55078125,25095.94921875,24881.650390625,25077.650390625,25077.650390625,268,25077650,0,2025-10-06,0.0,0.0,0.0,0.5,25108.30078125,1,0.85213155,1,0.007367178791287232,0.007367178791287232,1.0030598591986666,1.231331180618834
2025-10-07,NIFTY,FUTIDX,2025-11-06,25085.30078125,25220.900390625,25076.30078125,25108.30078125,25108.30078125,288,25108300,0,2025-10-07,0.0,0.0,0.0,0.5,25046.150390625,0,0.19654652,0,0.0012222193924698033,0.0012222193924698033,1.0042858184103873,1.2328361374663392
2025-10-08,NIFTY,FUTIDX,2025-11-07,25079.75,25192.5,25008.5,25046.150390625,25046.150390625,227,25046150,0,2025-10-08,0.0,0.0,0.0,0.5,25181.80078125,1,0.9231483,1,-0.0024752925801897474,-0.0,1.0017999171756864,1.2328361374663392
2025-10-09,NIFTY,FUTIDX,2025-11-08,25074.30078125,25199.25,25024.30078125,25181.80078125,25181.80078125,286,25181800,0,2025-10-09,0.0,0.0,0.0,0.5,25285.349609375,1,0.78625005,1,0.005416017571936882,0.005416017571936882,1.0072256831306747,1.2395131996501758
